Date,Rate
2022-05-10,176.042
2022-05-11,175.987
2022-05-12,177.531
2022-05-13,179.622
2022-05-14,178.606
2022-05-15,178.606
2022-05-16,178.399
2022-05-17,179.141
2022-05-18,178.634
2022-05-19,180.895
2022-05-20,181.093
2022-05-21,181.15
2022-05-22,181.15
2022-05-23,181.164
2022-05-24,181.274
2022-05-25,183.217
2022-05-26,182.435
2022-05-27,182.619
2022-05-28,182.485
2022-05-29,182.485
2022-05-30,182.263
2022-05-31,181.384
2022-06-01,180.151
2022-06-02,178.298
2022-06-03,178.535
2022-06-04,177.275
2022-06-05,177.275
2022-06-06,177.397
2022-06-07,175.411
2022-06-08,174.591
2022-06-09,172.508
2022-06-10,172.315
2022-06-11,172.453
2022-06-12,172.453
2022-06-13,171.941
2022-06-14,172.831
2022-06-15,171.601
2022-06-16,173.247
2022-06-17,175.46
2022-06-18,172.08
2022-06-19,172.08
2022-06-20,171.712
2022-06-21,171.533
2022-06-22,169.803
2022-06-23,170.845
2022-06-24,172.413
2022-06-25,171.989
2022-06-26,171.989
2022-06-27,172.129
2022-06-28,171.638
2022-06-29,170.985
2022-06-30,170.345
2022-07-01,171.337
2022-07-02,172.442
2022-07-03,172.442
2022-07-04,172.672
2022-07-05,171.874
2022-07-06,172.404
2022-07-07,171.941
2022-07-08,171.835
2022-07-09,171.658
2022-07-10,171.658
2022-07-11,171.375
2022-07-12,169.95
2022-07-13,171.09
2022-07-14,169.964
2022-07-15,168.52
2022-07-16,169.381
2022-07-17,169.381
2022-07-18,169.564
2022-07-19,169.608
2022-07-20,169.449
2022-07-21,169.214
2022-07-22,170.794
2022-07-23,171.982
2022-07-24,171.982
2022-07-25,171.711
2022-07-26,171.462
2022-07-27,170.637
2022-07-28,171.767
2022-07-29,173.812
2022-07-30,175.192
2022-07-31,175.192
2022-08-01,175.008
2022-08-02,177.582
2022-08-03,175.143
2022-08-04,174.73
2022-08-05,176.462
2022-08-06,173.227
2022-08-07,173.227
2022-08-08,173.163
2022-08-09,173.469
2022-08-10,173.035
2022-08-11,176.096
2022-08-12,175.909
2022-08-13,175.252
2022-08-14,175.252
2022-08-15,175.515
2022-08-16,175.773
2022-08-17,174.316
2022-08-18,173.404
2022-08-19,172.35
2022-08-20,170.927
2022-08-21,170.927
2022-08-22,170.796
2022-08-23,170.21
2022-08-24,171.377
2022-08-25,171.001
2022-08-26,171.533
2022-08-27,170.287
2022-08-28,170.287
2022-08-29,169.486
2022-08-30,169.041
2022-08-31,168.775
2022-09-01,168.419
2022-09-02,167.5
2022-09-03,167.332
